OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddressNo,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200222,2023-05-04,C43124,Chair,4,693.36,931,Online,Shipped,TRK17293348,8,NONE,Instagram,2773.44
ORD200223,2024-09-11,C22783,Phone,4,692.91,673,Credit Card,Pending,TRK55009149,9,SAVE10,Instagram,2771.64
ORD200224,2023-09-23,C18567,Printer,4,91.46,507,Cash,Cancelled,TRK17554673,9,SAVE10,Referral,365.84
ORD200225,2024-03-13,C99879,Phone,3,273.96,692,Debit Card,Returned,TRK50246700,8,SAVE10,Google,821.88
ORD200226,2025-06-27,C31501,Desk,3,588.05,242,Gift Card,Delivered,TRK93063929,8,NONE,Instagram,1764.15
ORD200227,2023-11-02,C93220,Monitor,2,365.17,353,Online,Cancelled,TRK89023251,4,FREESHIP,Facebook,730.34
ORD200228,2023-05-17,C57867,Chair,4,385.92,579,Credit Card,Cancelled,TRK92055007,8,NONE,Instagram,1543.68
ORD200229,2025-03-28,C62622,Tablet,1,562.61,762,Credit Card,Delivered,TRK70997648,3,WINTER15,Facebook,562.61
ORD200230,2023-12-16,C94595,Desk,4,61.91,948,Gift Card,Delivered,TRK24497305,6,WINTER15,Email,247.64
ORD200231,2023-11-05,C30955,Phone,4,41.9,327,Gift Card,Pending,TRK46898848,9,FREESHIP,Instagram,167.6
ORD200232,2023-05-19,C20731,Printer,4,444.44,610,Debit Card,Cancelled,TRK75568437,8,WINTER15,Google,1777.76
ORD200233,2024-08-24,C30168,Phone,3,311.33,146,Cash,Cancelled,TRK73699939,3,WINTER15,Instagram,933.99
ORD200234,2024-11-26,C79842,Printer,4,236.41,337,Debit Card,Pending,TRK26957950,7,SAVE10,Google,945.64
ORD200235,2023-02-20,C32854,Desk,1,65.45,815,Cash,Pending,TRK30009218,2,WINTER15,Google,65.45
ORD200236,2023-01-01,C14847,Monitor,1,318.81,562,Debit Card,Pending,TRK39663243,3,WINTER15,Email,318.81
ORD200237,2024-03-14,C88645,Monitor,3,583.72,783,Credit Card,Shipped,TRK74097570,5,FREESHIP,Facebook,1751.16
ORD200238,2024-12-13,C66149,Desk,4,384.32,770,Credit Card,Pending,TRK76307307,6,WINTER15,Google,1537.28
ORD200239,2024-12-11,C20256,Tablet,3,538.74,456,Online,Shipped,TRK71127943,6,FREESHIP,Email,1616.22
ORD200240,2023-07-12,C14983,Tablet,1,17.24,255,Online,Pending,TRK93444157,2,FREESHIP,Instagram,17.24
ORD200241,2023-05-16,C20817,Chair,5,615.67,407,Online,Pending,TRK44164590,6,SAVE10,Email,3078.35
ORD200242,2023-05-09,C94921,Printer,2,219.1,134,Online,Pending,TRK97794327,4,SAVE10,Referral,438.2
ORD200243,2025-05-09,C54725,Chair,2,144.66,506,Online,Cancelled,TRK30601940,7,FREESHIP,Google,289.32
ORD200244,2023-02-16,C98096,Desk,2,317.77,838,Debit Card,Cancelled,TRK51518631,4,WINTER15,Facebook,635.54
ORD200245,2025-04-20,C12667,Laptop,1,223.3,306,Online,Returned,TRK25390491,1,NONE,Facebook,223.3
ORD200246,2024-08-30,C55354,Desk,2,342.11,164,Gift Card,Shipped,TRK15439493,2,WINTER15,Instagram,684.22
ORD200247,2023-07-20,C14600,Printer,2,220.9,785,Gift Card,Shipped,TRK84984764,4,NONE,Email,441.8
ORD200248,2023-07-02,C97187,Laptop,1,670.54,471,Cash,Shipped,TRK62283713,6,FREESHIP,Referral,670.54
ORD200249,2024-02-07,C39106,Printer,1,546.19,245,Cash,Pending,TRK35464433,5,FREESHIP,Referral,546.19
ORD200250,2023-04-05,C93379,Desk,3,42.95,318,Gift Card,Returned,TRK67954150,8,SAVE10,Email,128.85
ORD200251,2025-05-15,C93175,Monitor,4,14.69,814,Cash,Cancelled,TRK32995144,9,NONE,Email,58.76
ORD200252,2024-09-20,C19648,Phone,4,668.36,821,Gift Card,Cancelled,TRK51297879,5,FREESHIP,Facebook,2673.44
ORD200253,2024-03-23,C14891,Chair,4,413.74,743,Gift Card,Returned,TRK79471534,7,FREESHIP,Instagram,1654.96
ORD200254,2023-12-26,C10866,Monitor,3,263.19,770,Online,Delivered,TRK34809583,5,NONE,Instagram,789.57
ORD200255,2024-05-13,C47283,Monitor,1,263.96,806,Gift Card,Returned,TRK56235117,2,SAVE10,Google,263.96
ORD200256,2025-06-30,C94323,Chair,5,75.81,463,Gift Card,Returned,TRK22663277,10,WINTER15,Instagram,379.05
ORD200257,2024-04-23,C89732,Phone,1,406.22,712,Credit Card,Cancelled,TRK41059233,5,SAVE10,Referral,406.22
ORD200258,2024-02-26,C87764,Tablet,2,103.41,294,Online,Shipped,TRK94082469,2,FREESHIP,Referral,206.82
ORD200259,2023-06-11,C20977,Chair,4,435.12,636,Credit Card,Delivered,TRK54991561,9,SAVE10,Instagram,1740.48
ORD200260,2023-05-17,C12245,Monitor,2,407.79,153,Debit Card,Shipped,TRK22000463,3,NONE,Google,815.58
ORD200261,2025-05-28,C68976,Phone,5,173.65,460,Gift Card,Delivered,TRK25491356,9,SAVE10,Email,868.25
ORD200262,2023-01-10,C69476,Phone,4,249.07,642,Credit Card,Returned,TRK65869386,5,WINTER15,Referral,996.28
ORD200263,2023-03-25,C71040,Phone,4,434.85,250,Credit Card,Pending,TRK41397604,4,WINTER15,Google,1739.4
ORD200264,2024-08-03,C71035,Tablet,1,436.77,977,Cash,Returned,TRK19599578,5,FREESHIP,Google,436.77
ORD200265,2023-12-22,C20752,Printer,1,572.13,150,Debit Card,Cancelled,TRK22298450,4,SAVE10,Google,572.13
ORD200266,2024-06-08,C38840,Chair,4,583.07,589,Credit Card,Cancelled,TRK48484633,6,FREESHIP,Referral,2332.28
ORD200267,2025-04-17,C84480,Chair,5,468.51,803,Debit Card,Delivered,TRK62361867,9,NONE,Facebook,2342.55
ORD200268,2023-08-11,C37032,Phone,2,423.88,655,Debit Card,Delivered,TRK48639226,7,SAVE10,Referral,847.76
ORD200269,2023-11-25,C48942,Tablet,4,663.67,129,Credit Card,Pending,TRK29355120,7,FREESHIP,Google,2654.68
ORD200270,2023-06-04,C13540,Printer,4,309.91,127,Debit Card,Shipped,TRK81087373,5,WINTER15,Google,1239.64
ORD200271,2023-03-28,C59572,Monitor,1,542.07,791,Cash,Shipped,TRK16792991,6,WINTER15,Referral,542.07
ORD200272,2023-09-19,C29758,Chair,2,399.32,119,Online,Pending,TRK12990043,6,WINTER15,Instagram,798.64
ORD200273,2024-10-27,C11849,Tablet,2,238.25,974,Online,Cancelled,TRK91195261,7,FREESHIP,Email,476.5
ORD200274,2023-02-04,C50967,Phone,2,182.4,884,Gift Card,Cancelled,TRK65300814,5,SAVE10,Referral,364.8
ORD200275,2023-11-04,C80735,Chair,2,65.07,360,Credit Card,Cancelled,TRK99880231,4,SAVE10,Google,130.14
ORD200276,2025-03-29,C99050,Printer,2,600.57,654,Debit Card,Returned,TRK56927089,3,WINTER15,Instagram,1201.14
ORD200277,2024-09-09,C11210,Chair,5,90.92,910,Credit Card,Delivered,TRK44929965,9,SAVE10,Facebook,454.6
ORD200278,2024-11-18,C46015,Laptop,5,362.46,299,Cash,Delivered,TRK46598430,6,FREESHIP,Instagram,1812.3
ORD200279,2023-10-20,C69167,Chair,3,55.01,263,Online,Pending,TRK12425655,7,WINTER15,Email,165.03
ORD200280,2023-03-27,C55388,Tablet,3,404.62,740,Gift Card,Delivered,TRK75741001,6,FREESHIP,Instagram,1213.86
ORD200281,2023-07-27,C87181,Desk,4,654.79,195,Cash,Pending,TRK60093390,9,NONE,Referral,2619.16
ORD200282,2025-04-22,C30411,Printer,4,637.79,375,Gift Card,Cancelled,TRK71810536,9,FREESHIP,Google,2551.16
ORD200283,2025-02-28,C39638,Laptop,4,540.33,990,Cash,Shipped,TRK69745608,6,NONE,Google,2161.32
ORD200284,2023-02-16,C27203,Laptop,5,208.17,516,Credit Card,Returned,TRK22023906,6,SAVE10,Facebook,1040.85
ORD200285,2025-06-10,C67583,Phone,1,338.31,974,Online,Delivered,TRK93281700,3,NONE,Google,338.31
ORD200286,2025-04-07,C70554,Monitor,3,139.45,187,Gift Card,Returned,TRK61086952,8,WINTER15,Google,418.35
ORD200287,2023-11-24,C70437,Chair,4,655.18,630,Online,Shipped,TRK26628830,5,NONE,Facebook,2620.72
ORD200288,2023-03-12,C97643,Laptop,4,512.75,537,Debit Card,Returned,TRK60831391,8,WINTER15,Google,2051.0
ORD200289,2023-07-26,C17136,Chair,4,160.49,333,Credit Card,Shipped,TRK55362541,8,WINTER15,Referral,641.96
ORD200290,2023-05-05,C24901,Chair,3,99.9,258,Cash,Delivered,TRK14029489,8,FREESHIP,Facebook,299.7
ORD200291,2024-05-12,C61521,Phone,2,345.01,670,Credit Card,Delivered,TRK93676567,6,FREESHIP,Google,690.02
ORD200292,2025-01-15,C39639,Monitor,1,65.95,185,Credit Card,Delivered,TRK31042152,5,NONE,Facebook,65.95
ORD200293,2023-02-16,C33220,Tablet,4,463.04,564,Gift Card,Returned,TRK40450219,9,NONE,Instagram,1852.16
ORD200294,2025-04-01,C65414,Phone,2,297.71,208,Online,Shipped,TRK67562517,7,SAVE10,Referral,595.42
ORD200295,2023-01-25,C49009,Printer,5,107.48,278,Debit Card,Cancelled,TRK46285799,9,FREESHIP,Email,537.4
ORD200296,2024-06-19,C48453,Desk,5,638.8,434,Debit Card,Cancelled,TRK52110494,10,WINTER15,Referral,3194.0
ORD200297,2023-02-22,C68078,Desk,2,493.88,252,Credit Card,Returned,TRK64862812,7,SAVE10,Instagram,987.76
ORD200298,2023-12-19,C19402,Printer,4,301.17,267,Online,Cancelled,TRK97825212,6,NONE,Email,1204.68
ORD200299,2024-01-20,C30711,Monitor,1,278.66,856,Gift Card,Cancelled,TRK42696593,2,FREESHIP,Instagram,278.66
ORD200300,2024-09-02,C39000,Phone,1,287.46,894,Debit Card,Returned,TRK33753945,3,FREESHIP,Facebook,287.46
ORD200301,2023-05-11,C31105,Chair,1,583.99,726,Cash,Cancelled,TRK40149095,2,SAVE10,Email,583.99
ORD200302,2023-05-16,C29432,Chair,3,468.74,121,Cash,Pending,TRK44142517,4,FREESHIP,Instagram,1406.22
ORD200303,2024-12-07,C48531,Tablet,1,30.54,368,Debit Card,Returned,TRK95462192,1,NONE,Google,30.54
ORD200304,2024-10-18,C86762,Monitor,5,408.73,326,Gift Card,Delivered,TRK75686292,10,FREESHIP,Instagram,2043.65
ORD200305,2023-11-25,C63822,Laptop,4,126.89,235,Cash,Pending,TRK59353216,9,FREESHIP,Instagram,507.56
ORD200306,2024-06-07,C70495,Printer,2,57.07,238,Debit Card,Returned,TRK65511225,3,SAVE10,Instagram,114.14
ORD200307,2023-07-01,C92407,Laptop,3,557.41,135,Online,Delivered,TRK11755610,4,NONE,Email,1672.23
ORD200308,2023-12-11,C75888,Printer,3,448.9,790,Debit Card,Returned,TRK98467398,7,SAVE10,Instagram,1346.7
ORD200309,2023-10-03,C63153,Chair,4,549.76,625,Debit Card,Delivered,TRK38033305,4,FREESHIP,Facebook,2199.04
ORD200310,2024-02-24,C85863,Printer,3,132.48,968,Online,Shipped,TRK16094218,4,NONE,Referral,397.44
ORD200311,2025-05-17,C71698,Desk,5,489.37,274,Online,Returned,TRK34786818,8,NONE,Instagram,2446.85
ORD200312,2025-05-24,C35397,Printer,5,66.31,579,Gift Card,Pending,TRK64742535,7,FREESHIP,Referral,331.55
ORD200313,2023-07-09,C67687,Chair,2,434.3,978,Cash,Delivered,TRK22838735,7,SAVE10,Instagram,868.6
ORD200314,2023-10-04,C29931,Desk,4,153.09,540,Online,Delivered,TRK48712417,4,FREESHIP,Referral,612.36
ORD200315,2025-05-12,C59139,Tablet,5,91.67,301,Online,Cancelled,TRK45507090,9,FREESHIP,Email,458.35
ORD200316,2023-10-02,C66078,Desk,4,275.28,101,Gift Card,Shipped,TRK86474559,9,WINTER15,Facebook,1101.12
ORD200317,2023-04-10,C88370,Monitor,2,139.95,339,Online,Returned,TRK22575151,5,NONE,Instagram,279.9
ORD200318,2024-07-27,C93375,Chair,3,148.72,317,Debit Card,Cancelled,TRK95706967,7,SAVE10,Google,446.16
ORD200319,2023-12-02,C53049,Laptop,2,563.06,413,Cash,Returned,TRK48974907,6,NONE,Instagram,1126.12
ORD200320,2024-12-19,C55590,Printer,1,625.51,772,Credit Card,Shipped,TRK48792951,1,FREESHIP,Facebook,625.51
ORD200321,2023-08-09,C47086,Phone,4,152.29,135,Debit Card,Cancelled,TRK44194358,6,WINTER15,Google,609.16
ORD200322,2024-06-14,C48646,Phone,5,231.82,339,Debit Card,Delivered,TRK18233748,6,SAVE10,Facebook,1159.1
ORD200323,2025-01-26,C29416,Laptop,1,150.17,414,Debit Card,Returned,TRK63820842,1,SAVE10,Referral,150.17
ORD200324,2024-06-13,C13525,Tablet,3,70.93,847,Debit Card,Returned,TRK70193221,5,NONE,Referral,212.79
ORD200325,2023-06-29,C53545,Desk,3,361.39,665,Credit Card,Shipped,TRK61123177,8,NONE,Referral,1084.17
ORD200326,2024-07-01,C65986,Laptop,5,670.48,273,Gift Card,Returned,TRK98353867,5,SAVE10,Facebook,3352.4
ORD200327,2023-07-25,C17302,Phone,1,359.99,385,Gift Card,Cancelled,TRK43940016,5,SAVE10,Email,359.99
ORD200328,2023-02-28,C18404,Tablet,5,674.04,546,Online,Cancelled,TRK89401624,7,SAVE10,Google,3370.2
ORD200329,2024-12-25,C88371,Chair,4,283.16,306,Credit Card,Shipped,TRK63224811,6,NONE,Google,1132.64
ORD200330,2024-06-02,C38068,Desk,5,260.53,532,Gift Card,Pending,TRK54059198,5,SAVE10,Instagram,1302.65
ORD200331,2023-04-15,C78724,Printer,3,422.13,187,Online,Delivered,TRK25703134,7,SAVE10,Facebook,1266.39
ORD200332,2024-07-03,C26163,Desk,5,125.02,607,Debit Card,Pending,TRK67499316,9,SAVE10,Google,625.1
ORD200333,2024-04-16,C87124,Phone,1,198.51,818,Credit Card,Returned,TRK52086740,5,WINTER15,Instagram,198.51
ORD200334,2024-03-26,C90348,Chair,4,224.75,728,Online,Delivered,TRK20635777,7,WINTER15,Facebook,899.0
ORD200335,2025-03-03,C58721,Tablet,3,205.86,978,Gift Card,Shipped,TRK34801199,4,NONE,Email,617.58
ORD200336,2023-12-29,C88174,Laptop,1,18.2,441,Debit Card,Pending,TRK10143345,4,SAVE10,Instagram,18.2
ORD200337,2023-05-29,C77763,Tablet,3,502.77,599,Debit Card,Returned,TRK66980447,8,WINTER15,Email,1508.31
ORD200338,2023-11-08,C53627,Phone,5,305.49,704,Debit Card,Shipped,TRK64112352,10,NONE,Referral,1527.45
ORD200339,2024-04-10,C84563,Printer,2,236.33,398,Online,Pending,TRK62422797,3,SAVE10,Instagram,472.66
ORD200340,2023-04-23,C76207,Laptop,5,521.25,826,Cash,Cancelled,TRK25569378,8,NONE,Email,2606.25
ORD200341,2024-09-23,C94671,Tablet,1,167.15,293,Gift Card,Shipped,TRK61357272,5,WINTER15,Email,167.15
ORD200342,2025-06-24,C69994,Monitor,5,466.42,619,Gift Card,Returned,TRK95935805,5,NONE,Referral,2332.1
ORD200343,2023-02-26,C64638,Printer,1,527.57,919,Debit Card,Pending,TRK64087938,3,FREESHIP,Facebook,527.57
ORD200344,2025-03-06,C95623,Tablet,3,623.34,248,Online,Cancelled,TRK67558189,3,SAVE10,Instagram,1870.02
ORD200345,2023-12-07,C24751,Tablet,5,501.26,259,Gift Card,Shipped,TRK37285406,10,FREESHIP,Referral,2506.3
ORD200346,2024-12-06,C31764,Tablet,1,655.09,876,Cash,Pending,TRK44680433,6,NONE,Referral,655.09
ORD200347,2024-02-03,C83556,Printer,4,264.79,380,Credit Card,Pending,TRK21109187,5,SAVE10,Google,1059.16
ORD200348,2024-03-13,C24369,Laptop,3,359.73,885,Debit Card,Returned,TRK72633998,7,FREESHIP,Email,1079.19
ORD200349,2023-11-30,C39648,Chair,1,465.33,824,Gift Card,Delivered,TRK56016905,2,FREESHIP,Google,465.33
ORD200350,2023-06-03,C13296,Chair,2,54.41,495,Online,Shipped,TRK60127216,6,NONE,Instagram,108.82
ORD200351,2025-02-15,C94248,Laptop,1,64.66,494,Debit Card,Delivered,TRK89406816,4,NONE,Instagram,64.66
ORD200352,2023-08-31,C26637,Chair,5,173.96,995,Debit Card,Pending,TRK59546992,8,WINTER15,Instagram,869.8
ORD200353,2025-03-28,C16012,Tablet,1,630.82,171,Online,Delivered,TRK15195225,5,FREESHIP,Google,630.82
ORD200354,2023-07-11,C31772,Phone,1,693.41,992,Debit Card,Shipped,TRK11970357,4,NONE,Instagram,693.41
ORD200355,2025-06-03,C18353,Tablet,3,433.33,677,Credit Card,Cancelled,TRK78766533,4,FREESHIP,Referral,1299.99
ORD200356,2023-05-06,C26966,Printer,5,374.58,907,Gift Card,Cancelled,TRK83889574,10,FREESHIP,Instagram,1872.9
ORD200357,2023-07-08,C74982,Laptop,5,408.56,398,Debit Card,Delivered,TRK98700702,8,FREESHIP,Instagram,2042.8
ORD200358,2024-04-07,C70633,Tablet,2,183.67,747,Online,Cancelled,TRK82540521,3,SAVE10,Google,367.34
ORD200359,2023-06-09,C95643,Desk,4,606.57,303,Debit Card,Delivered,TRK23286689,5,WINTER15,Referral,2426.28
ORD200360,2024-06-06,C53810,Phone,4,589.57,779,Cash,Pending,TRK34630612,8,NONE,Instagram,2358.28
ORD200361,2024-06-29,C53464,Printer,5,659.85,197,Credit Card,Delivered,TRK32743531,9,SAVE10,Facebook,3299.25
ORD200362,2023-06-27,C53697,Monitor,4,206.84,312,Cash,Cancelled,TRK60476656,5,WINTER15,Instagram,827.36
ORD200363,2024-05-24,C31668,Laptop,5,113.87,871,Credit Card,Pending,TRK42584392,6,SAVE10,Email,569.35
ORD200364,2023-11-24,C85282,Phone,5,628.74,740,Cash,Cancelled,TRK86767206,9,FREESHIP,Facebook,3143.7
ORD200365,2025-02-14,C56796,Phone,1,678.38,607,Credit Card,Cancelled,TRK74263180,4,SAVE10,Referral,678.38
ORD200366,2023-02-10,C95213,Printer,3,602.24,603,Debit Card,Pending,TRK40630538,8,NONE,Referral,1806.72
ORD200367,2024-04-25,C13108,Laptop,5,658.77,712,Gift Card,Pending,TRK82284400,10,FREESHIP,Instagram,3293.85
ORD200368,2023-05-01,C85322,Monitor,3,271.02,403,Credit Card,Cancelled,TRK89728869,6,NONE,Google,813.06
ORD200369,2024-12-22,C43545,Monitor,5,375.25,216,Gift Card,Pending,TRK73937402,9,SAVE10,Email,1876.25
ORD200370,2025-05-03,C80649,Phone,1,312.11,870,Online,Cancelled,TRK41143313,4,WINTER15,Facebook,312.11
ORD200371,2023-01-05,C59752,Phone,5,307.76,179,Gift Card,Pending,TRK82229639,9,FREESHIP,Google,1538.8
ORD200372,2025-02-14,C53645,Chair,3,483.53,166,Cash,Returned,TRK12123939,4,NONE,Referral,1450.59
ORD200373,2023-01-02,C60178,Laptop,3,341.15,969,Cash,Pending,TRK84505143,4,FREESHIP,Instagram,1023.45
ORD200374,2024-09-16,C20286,Monitor,1,571.9,129,Gift Card,Pending,TRK67648338,1,WINTER15,Instagram,571.9
ORD200375,2025-01-16,C87547,Monitor,4,95.03,400,Online,Shipped,TRK71027262,8,FREESHIP,Facebook,380.12
ORD200376,2023-08-24,C64549,Monitor,5,201.22,341,Debit Card,Pending,TRK20788231,6,FREESHIP,Facebook,1006.1
ORD200377,2024-07-22,C24884,Monitor,1,260.26,625,Online,Pending,TRK44538419,5,WINTER15,Instagram,260.26
ORD200378,2024-02-01,C62666,Chair,5,64.5,148,Credit Card,Pending,TRK91029390,8,WINTER15,Instagram,322.5
ORD200379,2024-09-21,C47284,Phone,3,297.67,500,Online,Shipped,TRK85756094,6,NONE,Google,893.01
ORD200380,2024-04-20,C35355,Printer,4,331.9,127,Cash,Pending,TRK52935059,5,SAVE10,Instagram,1327.6
ORD200381,2023-06-07,C29467,Chair,1,191.76,223,Credit Card,Returned,TRK98103385,1,FREESHIP,Instagram,191.76
ORD200382,2025-01-30,C26718,Printer,4,263.09,272,Debit Card,Shipped,TRK91702525,8,SAVE10,Google,1052.36
ORD200383,2023-01-20,C18944,Chair,4,393.8,837,Credit Card,Pending,TRK45275439,7,SAVE10,Email,1575.2
ORD200384,2024-11-24,C35628,Chair,3,553.57,147,Credit Card,Returned,TRK45688220,4,FREESHIP,Facebook,1660.71
ORD200385,2023-10-31,C56851,Chair,5,191.63,752,Gift Card,Delivered,TRK65290904,6,FREESHIP,Facebook,958.15
ORD200386,2023-04-28,C12421,Tablet,1,93.02,373,Online,Returned,TRK32588504,4,NONE,Email,93.02
ORD200387,2024-06-27,C25316,Printer,2,39.53,904,Credit Card,Shipped,TRK55423551,3,WINTER15,Google,79.06
ORD200388,2023-12-28,C22657,Printer,3,633.97,152,Cash,Pending,TRK49157047,7,WINTER15,Facebook,1901.91
ORD200389,2023-12-17,C29703,Desk,4,697.5,558,Cash,Shipped,TRK40543461,7,FREESHIP,Referral,2790.0
ORD200390,2023-07-14,C55996,Printer,5,508.69,885,Cash,Delivered,TRK30547638,10,FREESHIP,Google,2543.45
ORD200391,2025-01-16,C60037,Laptop,2,527.46,516,Debit Card,Cancelled,TRK82009557,3,FREESHIP,Referral,1054.92
ORD200392,2024-02-28,C95100,Phone,1,627.2,197,Online,Delivered,TRK47366265,1,WINTER15,Email,627.2
ORD200393,2024-07-14,C39906,Printer,1,75.01,921,Credit Card,Returned,TRK24632134,3,NONE,Google,75.01
ORD200394,2023-07-05,C70148,Desk,5,529.55,359,Gift Card,Shipped,TRK34848650,10,NONE,Facebook,2647.75
ORD200395,2025-04-25,C30010,Phone,3,127.41,830,Gift Card,Delivered,TRK35386084,7,SAVE10,Referral,382.23
ORD200396,2023-12-01,C99217,Tablet,5,287.13,778,Online,Shipped,TRK82004594,10,SAVE10,Email,1435.65
ORD200397,2023-09-28,C30184,Monitor,1,427.06,987,Online,Cancelled,TRK86674704,1,WINTER15,Referral,427.06
ORD200398,2024-09-04,C50275,Phone,5,53.93,729,Gift Card,Shipped,TRK98925264,7,SAVE10,Instagram,269.65
ORD200399,2024-01-07,C64641,Tablet,5,423.93,319,Debit Card,Returned,TRK32012588,5,FREESHIP,Facebook,2119.65
ORD200400,2024-09-28,C56266,Desk,4,160.22,304,Debit Card,Returned,TRK60088901,9,WINTER15,Instagram,640.88
ORD200401,2025-04-09,C98635,Printer,1,538.68,197,Debit Card,Returned,TRK14225465,6,NONE,Referral,538.68
ORD200402,2023-04-09,C83026,Printer,5,337.38,858,Gift Card,Shipped,TRK79746259,5,NONE,Referral,1686.9
ORD200403,2024-11-10,C28893,Tablet,1,620.21,740,Online,Returned,TRK98333066,1,FREESHIP,Referral,620.21
ORD200404,2023-03-09,C45482,Monitor,2,99.1,440,Cash,Delivered,TRK54571699,6,NONE,Instagram,198.2
ORD200405,2025-01-26,C97774,Monitor,4,451.97,603,Online,Cancelled,TRK64664424,7,WINTER15,Email,1807.88
ORD200406,2023-12-10,C11657,Tablet,4,66.1,572,Cash,Returned,TRK50284486,9,WINTER15,Google,264.4
ORD200407,2023-08-13,C85993,Tablet,4,547.32,250,Cash,Returned,TRK72547640,8,FREESHIP,Instagram,2189.28
ORD200408,2025-01-01,C11906,Printer,3,412.53,536,Online,Pending,TRK31140158,6,WINTER15,Google,1237.59
ORD200409,2023-06-28,C45187,Desk,5,84.13,767,Online,Delivered,TRK12320793,9,SAVE10,Google,420.65
ORD200410,2024-01-18,C37375,Tablet,2,518.23,184,Debit Card,Shipped,TRK52470162,5,NONE,Email,1036.46
ORD200411,2024-06-19,C66567,Desk,2,39.51,981,Online,Shipped,TRK21174822,5,NONE,Facebook,79.02
ORD200412,2025-04-11,C42451,Tablet,5,133.01,246,Credit Card,Returned,TRK31313343,10,NONE,Facebook,665.05
ORD200413,2023-10-08,C13923,Tablet,1,118.8,123,Online,Delivered,TRK87598790,6,SAVE10,Email,118.8
ORD200414,2025-05-04,C11829,Desk,2,139.57,797,Cash,Delivered,TRK84229257,4,WINTER15,Facebook,279.14
ORD200415,2025-04-06,C62169,Chair,1,184.15,655,Gift Card,Shipped,TRK64558985,5,FREESHIP,Facebook,184.15
ORD200416,2023-07-18,C20881,Laptop,2,644.05,652,Gift Card,Cancelled,TRK26263902,5,WINTER15,Referral,1288.1
ORD200417,2023-10-24,C44492,Laptop,5,55.41,954,Online,Cancelled,TRK51429869,5,NONE,Google,277.05
ORD200418,2023-01-11,C74169,Printer,1,310.93,862,Online,Cancelled,TRK66144809,3,NONE,Facebook,310.93
ORD200419,2024-04-17,C70999,Tablet,2,216.66,885,Debit Card,Pending,TRK75644156,6,FREESHIP,Instagram,433.32
ORD200420,2024-11-29,C11921,Phone,1,452.7,439,Debit Card,Shipped,TRK91362635,5,FREESHIP,Instagram,452.7
ORD200421,2023-10-15,C50683,Chair,2,288.21,769,Debit Card,Cancelled,TRK53032122,5,NONE,Email,576.42
ORD200422,2023-06-05,C76140,Phone,4,206.6,914,Gift Card,Returned,TRK25861469,6,WINTER15,Referral,826.4
ORD200423,2024-07-20,C94311,Printer,4,685.2,195,Gift Card,Cancelled,TRK97308771,6,WINTER15,Google,2740.8
ORD200424,2023-04-12,C49491,Chair,5,22.94,339,Cash,Pending,TRK64012257,10,NONE,Email,114.7
ORD200425,2023-03-09,C40648,Laptop,2,301.88,488,Gift Card,Returned,TRK25325993,5,WINTER15,Email,603.76
ORD200426,2025-03-16,C40967,Monitor,5,57.45,315,Cash,Cancelled,TRK24839296,10,NONE,Facebook,287.25
ORD200427,2024-12-18,C25406,Desk,1,161.24,379,Credit Card,Pending,TRK70952564,3,WINTER15,Instagram,161.24
ORD200428,2024-11-26,C77085,Chair,4,262.58,895,Online,Cancelled,TRK57227640,8,WINTER15,Email,1050.32
ORD200429,2024-12-19,C38126,Printer,4,515.19,522,Credit Card,Pending,TRK90838498,9,SAVE10,Facebook,2060.76
ORD200430,2023-06-07,C87448,Phone,1,450.07,433,Gift Card,Shipped,TRK44134016,6,FREESHIP,Google,450.07
ORD200431,2024-10-06,C62312,Printer,1,52.54,651,Debit Card,Cancelled,TRK59623037,6,WINTER15,Facebook,52.54
ORD200432,2023-09-04,C58443,Tablet,2,424.32,662,Credit Card,Returned,TRK77163738,6,NONE,Referral,848.64
ORD200433,2023-08-26,C36613,Monitor,3,631.64,785,Credit Card,Returned,TRK13282106,3,FREESHIP,Facebook,1894.92
ORD200434,2023-10-22,C73893,Printer,5,327.68,384,Credit Card,Returned,TRK85939879,6,NONE,Facebook,1638.4
ORD200435,2023-05-27,C48601,Printer,1,414.47,101,Debit Card,Returned,TRK97868309,3,FREESHIP,Instagram,414.47
ORD200436,2023-02-11,C14568,Laptop,4,221.33,651,Online,Pending,TRK73545796,5,NONE,Google,885.32
ORD200437,2024-04-18,C63378,Phone,1,512.39,955,Online,Delivered,TRK20863705,2,FREESHIP,Instagram,512.39
ORD200438,2025-01-03,C77800,Tablet,3,459.34,436,Gift Card,Pending,TRK27439574,3,SAVE10,Instagram,1378.02
ORD200439,2024-09-08,C91155,Tablet,1,146.32,321,Online,Shipped,TRK36260319,4,WINTER15,Facebook,146.32
ORD200440,2024-11-05,C60215,Desk,4,83.6,978,Debit Card,Pending,TRK31727767,4,SAVE10,Facebook,334.4
ORD200441,2023-12-13,C52915,Printer,2,328.54,475,Gift Card,Returned,TRK79466982,6,FREESHIP,Email,657.08
ORD200442,2024-05-06,C72588,Chair,5,314.94,661,Cash,Pending,TRK43410829,8,SAVE10,Instagram,1574.7
ORD200443,2024-05-14,C61668,Chair,2,69.64,813,Cash,Returned,TRK58970302,6,NONE,Facebook,139.28
